"n" "ministere_client_" "code_naf" "siren" "direction" "date_prev" "fournisseur_actuel_d_electricite" "nom_du_site" "adresse" "code_postal" "ville" "siret" "rae" "type_de_tarif" "tension_de_raccordement" "p_16" "hph_17" "hch_18" "hpe_19" "hce_20" "hh_ejp_21" "p_ejp_22" "p_23" "hph_24" "hch_25" "hpe_26" "hce_27" "hh_ejp_28" "p_ejp_29" "p_30" "hph_31" "hch_32" "hpe_33" "hce_34" "hh_ejp_35" "p_ejp_36" "total" "electricite_100_verte_oui_non_"
"67" 103 "Ministères économiques et financiers" "84.11Z" 110020013 NA NA "EDF" "ETAB DE SERVICES INFORMATIQUES" "1 AVENUE DOCTEUR SCHWEITZER" "69330" "MEYZIEU" NA "30001912923956" "VERT A5 OPTION BASE MU" "HTA1" "600" "600" "600" "600" "600" NA NA "596" "615" "357" "587" "367" NA NA "106536" "605943" "349214" "966982" "422474" NA NA "2451149" "OUI"
"68" 104 "Ministères économiques et financiers" "84.11Z" 110020013 "DGFIP" NA "EDF" "TRESORERIE GENERALE VERSAILLES" "1 AVENUE DE L EUROPE" "78000" "VERSAILLES" NA "30002110518204" "VERT A5 OPTION BASE LU" "HTA1" "410" "440" "440" "440" "440" NA NA "218" "231" "230" "209" "207" NA NA "32048" "198967" "119546" "252289" "133673" NA NA "736523" "OUI"
"69" 105 "Ministères économiques et financiers" "84.11Z" 110020013 NA NA "EDF" "SCE DOCUMENTATION NALE CADASTR" "9 RUE ALEXANDRE DUMAS" "78100" "ST GERMAIN EN LAYE" NA "30002110583226" "VERT A5 OPTION BASE MU" "HTA1" "370" "370" "370" "370" "370" NA NA "196" "196" "62" "194" "70" NA NA "27497" "154129" "72418" "244896" "95973" NA NA "594913" "OUI"
"70" 106 "Ministères économiques et financiers" "84.11Z" 110020013 "DGFIP" NA "EDF" "CENTRE DES FINANCES PUBLIQUES" "AVENUE BERNARD HIRSCH" "95000" "CERGY" NA "30002120623409" "VERT A5 OPTION BASE MU" "HTA1" "215" "215" "215" "286" "286" NA NA "198" "206" "47" "198" "68" NA NA "27807" "153696" "51683" "228450" "67486" NA NA "529122" "OUI"
"71" 107 "Ministères économiques et financiers" "84.11Z" 110020013 "DGFIP" NA "EDF" "ECOLE NALE SERVICE DU TRESOR" "9 AVENUE PIERRE MENDES FRANCE" "77186" "NOISIEL" NA "30002210139427" "VERT A5 OPTION BASE MU" "HTA1" "260" "260" "260" "260" "260" NA NA "286" "293" "111" "256" "97" NA NA "42354" "240289" "117991" "258251" "96808" NA NA "755693" "OUI"
"72" 108 "Ministères économiques et financiers" "84.11Z" 110020013 NA NA "EDF" "DISI PARIS CHAMPAGNE-NEMOURS" "22 AVENUE JOHN KENNEDY" "77140" "NEMOURS" NA "30002210153937" "VERT A5 OPTION BASE LU" "HTA1" "505" "505" "505" "505" "505" NA NA "412" "392" "357" "424" "354" NA NA "92506" "538959" "381153" "847775" "495199" NA NA "2355592" "OUI"
"73" 109 "Ministères économiques et financiers" "84.11Z" 110020013 NA NA "EDF" "DISI PARIS CHAMPAGNE - BUSSY" "15 RUE ALEXANDER GRAHAM BELL" "77600" "BUSSY ST GEORGES" NA "30002210244615" "VERT A5 OPTION BASE LU" "HTA1" "2500" "2500" "2500" "2500" "2500" NA NA "1445" "1618" "1541" "1684" "1593" NA NA "406223" "2503769" "2159781" "3948428" "2918779" NA NA "11936980" "OUI"
"74" 110 "Ministères économiques et financiers" "84.11Z" 110020013 "DGFIP" NA "EDF" "DIR NAT DES ENQUETES FISCALES" "6 BIS RUE COURTOIS CAMEL" "93500" "PANTIN" NA "30002250838196" "VERT A5 OPTION BASE MU" "HTA1" "409" "409" "409" "409" "409" NA NA "347" "336" "268" "282" "260" NA NA "45329" "254447" "132149" "221866" "69341" NA NA "723132" "OUI"
"75" 111 "Ministères économiques et financiers" "84.11Z" 110020013 "DGFIP" NA "EDF" "H.D.I SAINTE ANNE" "38 BOULEVARD BAPTISTE BONNET" "13008" "MARSEILLE" NA "30002510200234" "VERT A5 OPTION BASE LU" "HTA1" "200" "200" "200" "260" "260" NA NA "246" "235" "62" "241" "126" NA NA "31354" "172889" "77315" "256313" "113528" NA NA "651399" "OUI"
"76" 112 "Ministères économiques et financiers" "84.11Z" 110020013 NA NA "EDF" "D I T G" "46 RUE LIANDIER" "13008" "MARSEILLE" NA "30002510423197" "VERT A5 OPTION BASE LU" "HTA1" "300" "300" "300" "300" "300" NA NA "154" "155" "141" "205" "199" NA NA "35452" "230266" "170598" "370262" "247466" NA NA "1054044" "OUI"
"77" 113 "Ministères économiques et financiers" "84.11Z" 110020013 "DGDDI" NA "EDF" "CENTRE INFORMATIQUE DOUANIER" "27 RUE DES BEAUX SOLEILS" "95520" "OSNY" "17590211301248" "30002120713184" "VERT EJP A5 TLU" "HTA1" NA NA NA "600" "600" "600" "10" NA NA NA "517" "438" "511" "0" NA NA NA "1198412" "837225" "1254946" "3951" "3294534" "OUI"
"78" 114 "Ministères économiques et financiers" "84.11Z" 110020013 "SG" NA "EDF" "MINISTERE DE L ECONOMIE ET DES FINANCES" "59 BOULEVARD VINCENT AURIOL" "75013" "PARIS 13" "17590231100109" "30000730520308" "VERT EJP A5 MU" "HTA1" NA NA NA "1300" "1300" "1050" NA NA NA NA "1479" "883" "1188" "0" NA NA NA "2010815" "826128" "1772767" NA "4609710" "OUI"
"79" 115 "Ministères économiques et financiers" "84.11Z" 110020013 "DGFIP" NA "EDF" "DSF PARIS NORD" "5 RUE DE LONDRES" "75009" "PARIS 09" "17751221700015" "30000711596648" "VERT Base A5 LU" "HTA1" "430" "430" "430" "430" "430" NA NA "351" "370" "140" "362" "164" NA NA "55732" "311336" "148670" "465538" "187969" NA NA "1169245" "OUI"
"80" 116 "Ministères économiques et financiers" "84.11Z" 110020013 NA NA "EDF" "DIRECTION SERVICES INFORMATIQUES OUEST" "14 RUE JEAN LOUIS BERTRAND" "35000" "RENNES" "13001516700047" "30001441414542" "VERT Base A5 MU" "HTA1" "362" "408" "408" "408" "408" NA NA "426" "409" "353" "407" "315" NA NA "89714" "481242" "385181" "785571" "524222.99999999994" NA NA "2265931" "OUI"
"81" 117 "Ministères économiques et financiers" "84.11Z" 110020013 "SCL" NA "EDF" "SCL SERVICE COMMUN DES LABORATOIRES MINEFI" "10 AVENUE DES SAULES" "69600" "OULLINS" "13000207400081" "30001912412550" "VERT Base A5 MU" "HTA1" "178" "250" "250" "286" "286" NA NA "181" "191" "183" "295" "286" NA NA "26627" "149869" "97249" "258940" "129400" NA NA "662085" "OUI"
"82" 118 "Ministères économiques et financiers" "84.11Z" 110020013 NA NA "EDF" "MINEFI" "102 RUE DE LAGNY" "93100" "MONTREUIL" "11002001300097" "30002241566390" "VERT Base A5 CU" "HTA1" "990" "1023" "1023" "1023" "1023" NA NA "1097" "1158" "654" "820" "420" NA NA "148854" "752603" "319059" "1170530" "463151" NA NA "2854197" "OUI"
"83" 119 "Ministères économiques et financiers" "84.11Z" 110020013 NA NA "EDF" "MINEFI" "10 RUE DU CENTRE" "93160" "NOISY LE GRAND" "10200000700264" "30002241673167" "VERT Base A5 MU" "HTA1" "487" "555" "555" "555" "555" NA NA "561" "588" "426" "504" "368" NA NA "51818" "324756" "47595" "321370" "51866" NA NA "797405" "OUI"
"84" 120 "Ministères économiques et financiers" "84.11Z" 110020013 NA NA "EDF" "MINEFI" "10 RUE DU CENTRE" "93160" "NOISY LE GRAND" "10200000700264" "30002241696438" "VERT Base A5 MU" "HTA1" "1336" "1336" "1336" "1336" "1336" NA NA "1489" "1434" "1295" "1274" "913" NA NA "297703" "1562197" "1109095" "2100767" "897834" NA NA "5967596" "OUI"
"85" 121 "Ministères économiques et financiers" "84.11Z" 110020013 "INSEE" NA "EDF" "I N S E E" NA NA "31000TOULOUSE_00" "17310270800018" "30002310359910" "VERT Base A5 MU" "HTA1" "230" "230" "230" "250" "250" NA NA "137" "135" "47" "134" "43" NA NA "19418" "104889" "49844" "137156" "51349" NA NA "362656" "OUI"
"86" 122 "Ministères économiques et financiers" "84.11Z" 110020013 "DGFIP" NA "EDF" "DIRECTION DES SERVICES FISCAUX" "RUE DE L ESQUILE" "31000" "TOULOUSE" "17310221100013" "30002311860907" "VERT Base A5 MU" "HTA1" "250" "250" "250" "250" "250" NA NA "136" "130" "60" "132" "57" NA NA "21704" "108754" "47874" "138122" "49174" NA NA "365628" "OUI"
"87" 123 "Ministères économiques et financiers" "8411Z" 110020013 "DGFIP" NA "GEG" "HDF de Grenoble" "34/40 Avenue Rhin et Danube" "38000" "GRENOBLE" "13001476400877" "84" "Tarif vert base MU" "HTA" "270" "270" "270" "290" "290" NA NA "239" "245" "71" "232" "64" NA NA "35394" "184150" "76076" "258513" "86521" NA NA "640654" "OUI"
"88" 124 "Ministères économiques et financiers" "8411Z" 110020013 NA NA "ES énergies" "ESI STRG NEUDORF DIR SCE INF DE L'EST" "23 R.JOSEPH GUERBER" "67000" "STRASBOURG" NA "67482/E2/8001339" "Vert A5 Base LU" "HTA" "250" "250" "250" "250" "250" NA NA NA "28" NA NA NA NA NA "36777" "209478" "147995" "378743" "220870" NA NA "993863" "OUI"
"89" 125 "Ministères économiques et financiers" "8411Z" 110020013 "DGFIP" NA "ES énergies" "CITE ADMINISTRATIVE" "RUE DE L HOPITAL MILITAIRE" "67000" "STRASBOURG" NA "67482/E2/8001357" "Vert A 5 Base L U" "HTA" "310" "310" "310" "310" "310" NA NA NA "47" NA NA NA NA NA "59574" "301453" "160726" "394137" "176525" NA NA "1092415" "OUI"
"90" 126 "Ministères économiques et financiers" "84.11Z" 110020013 "DGFIP" 2015-11-01 "VIALIS" "CITE ADMINISTRATIVE DE COLMAR" "3 RUE FLEISCHHAUER" "68026" "COLMAR CEDEX" NA "TV/68066/000130" "VERT A5 MU" "HTA1" "390" "390" "390" "390" "390" NA NA "380" "376" "242" "354" "260" NA NA "61985" "336535" "204768" "502631" "310169" NA NA "1416088" "NON"
"91" 1 "Cour des Comptes" "8411Z" 110000288 "CRC" 2015-11-01 "EDF" "CRC BASSE NORMANDIE HAUTE NORMANDIE" "21 RUE BOUQUET" "76000" "ROUEN" "17760002000032" "30000211400109" "JAUNE Base UM" "BT>36 kVA MU (2)" "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "7741" "9460" "32246" "32355" NA NA NA "81802" "OUI"
"92" 2 "Cour des Comptes" "8411Z" 110000288 "CRC" 2015-11-01 "EDF" "CHAMBRE DES COMPTES BOURGOGNE" "28 RUE PASTEUR" "21000" "DIJON" "17210002600027" "30001220650297" "JAUNE Base UL - Pas de Dénivelé" "BT>36 kVA LU (2)" "42" "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA "18688" "11996" "54319" "32465" "5402" NA NA "122870" "OUI"
"93" 3 "Cour des Comptes" "8411Z" 110000288 "CRC" 2015-11-01 "EDF" "CHAMBRE REGIONALE DES COMPTES" "ALLEE TEILHARD DE CHARDIN" "77186" "NOISIEL" "17770002800018" "30002210576707" "JAUNE Base UL - Pas de Dénivelé" "BT>36 kVA MU (2)" "108" "108" "108" "108" "108" NA NA NA NA NA NA NA NA NA "23452" "19791" "103308" "85757" NA NA NA "232308" "OUI"
"94" 4 "Cour des Comptes" "8411Z" 110000288 "CRC" 2015-11-01 "EDF" "COUR DES COMPTES" "27 RUE DU MONT THABOR" "75001" "PARIS 01" "11000028800016" "30000710312603" "JAUNE Base UL - Pas de Dénivelé" "BT>36 kVA LU (2)" "84" "84" "84" "84" "84" NA NA NA NA NA NA NA NA NA "24555" "21877" "72889" "52674" "8130" NA NA "180125" "OUI"
"95" 5 "Cour des Comptes" "8411Z" 110000288 "CRC" 2015-11-01 "EDF" "CHAMBRE REGIONALE DES COMPTES" "500 AVENUE DES ETATS DU LANGUEDOC" "34000" "MONTPELLIER" "17340002900018" "30002430069920" "JAUNE Base UM" "BT>36 kVA MU (2)" "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "6000" "5747" "24497" "21963" NA NA NA "58207" "OUI"
"96" 6 "Cour des Comptes" "8411Z" 110000288 "CRC" 2015-11-01 "EDF" "CHAMBRE REGIONALE DES COMPTES" "CHEMIN DU PRAS" "69350" "LA MULATIERE" "17690002500014" "30001912007663" "JAUNE Base UM" "BT>36 kVA MU (2)" "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "2882" "6942" "12292" "22300" NA NA NA "44416" "OUI"
"97" 7 "Cour des Comptes" "8411Z" 110000288 "CRC" 2015-11-01 "EDF" "COUR DES COMPTES" "4 RUE DE MONDOVI" "75001" "PARIS 01" "17750111100013" "30000711402394" "JAUNE Base UM" "BT>36 kVA MU (2)" "90" "90" "90" "90" NA NA NA NA NA NA NA NA NA NA "4866" "4095" "20863" "17565" NA NA NA "47389" "OUI"
"98" 8 "Cour des Comptes" "8411Z" 110000288 "CRC" 2015-11-01 "EDF" "CHAMBRE REGIONALE DES COMPTES" "25 B RUE PAUL BELLAMY" "44000" "NANTES" "17440002800034" "30001421589543" "JAUNE Base UL - Dénivelé entre Hiver et Eté" "BT>36 kVA MU (2)" "42" "36" "42" "36" "36" NA NA NA NA NA NA NA NA NA "4882" "3890" "22030" "19199" NA NA NA "50001" "OUI"
"99" 9 "Cour des Comptes" "8411Z" 110000288 "CRC" 2015-11-01 "EDF" "COURS DES COMPTES" "3 PLACE DES GRANDS HOMMES" "33000" "BORDEAUX" "17330002100024" "30001610937409" "JAUNE Base UM" "BT>36 kVA MU (2)" "90" "90" "90" "90" NA NA NA NA NA NA NA NA NA NA "32117" "21180" "84941" "41164" NA NA NA "179402" "OUI"
"100" 10 "Cour des Comptes" "8411Z" 110000288 "CRC" 2015-11-01 "EDF" "CHAMBRE REGIONALE COMPTES DE MIDI PYRE" "31 ALLEES JULES GUESDE" "31000" "TOULOUSE" "17310002500027" "30002311475690" "JAUNE Base UM" "BT>36 kVA MU (2)" "90" "90" "90" "90" NA NA NA NA NA NA NA NA NA NA "11916" "7871" "40138" "28715" NA NA NA "88640" "OUI"
"101" 11 "Cour des Comptes" "8411Z" 110000288 "CRC" 2015-11-01 "EDF" "CHAMBRE REGIONALE DE CHAMPAGNE-ARDENNE LORRAINE" "PLACE JEANNE D ARC" "88000" "EPINAL" "17880002500011" "30000540051177" "JAUNE Base UM" "BT>36 kVA MU (2)" "78" "78" "78" "78" NA NA NA NA NA NA NA NA NA NA "19553" "17776" "44070" "39675" NA NA NA "121074" "OUI"
"102" 12 "Cour des Comptes" "8411Z" 110000288 "CRC" 2015-11-01 "EDF" "CHAMBRE REGIONALE COMPTES BGNE" "3 RUE ROBERT D ARBRISSEL" "35000" "RENNES" "17350002600021" "30001440143206" "VERT Base A5 MU" "HTA 5P (2)" "61" "61" "61" "61" "61" NA NA NA NA NA NA NA NA NA "16442" "17381" "38959" "36131" "7517" NA NA "116430" "OUI"
"103" 13 "Cour des Comptes" "8411Z" 110000288 "CRC" 2015-11-01 "EDF" "CHAMBRE REGIONALE DES COMPTES" "14 RUE DU MARCHE AU FILE" "62000" "ARRAS" "17620002000020" "30000140075859" "JAUNE Base UL - Pas de Dénivelé" "BT>36 kVA MU (2)" "144" "144" "144" "144" "144" NA NA NA NA NA NA NA NA NA "13298" "10148" "46130" "37823" NA NA NA "107399" "OUI"
"104" 14 "Cour des Comptes" "8411Z" 110000288 "CRC" 2015-11-01 "EDF" "CHAMBRE REGIONALE DES COMPTES DE PACA" "17 TRAVERSE DE POMEGUES" "13008" "MARSEILLE 08" "17130002300032" "30002510394699" "JAUNE Base UM" "BT>36 kVA MU (2)" "168" "168" "168" "168" NA NA NA NA NA NA NA NA NA NA "26120" "37683" "95859" "122251" NA NA NA "281913" "OUI"
"105" 350 "Ministère de l'agriculture, de l'alimentation et de la forêt" "84.11Z" 110070018 "SG" 2015-11-01 "EDF" "CERIT (CENTRE ETUDE REALISATION INFORMATIQUE)" "ENTREE SUD EST CAMPUS ENSAT" "31320" "AUZEVILLE TOLOSANE" "12007001600122" "30002314709390" "VERT A5 OPTION BASE LU" "HTA1" "160" "160" "160" "160" "160" NA NA "171" "185" "224" "182" "221" NA NA "46938" "265913" "233546" "527572" "387578" NA NA "1461547" "OUI"
"106" 351 "Ministère de l'agriculture, de l'alimentation et de la forêt" "84.11Z" 110070018 "DRAAF Auvergne" 2015-11-01 "EDF" "DRAAF Auvergne" "MARMILHAT R N 89" "63370" "LEMPDES" "17630701500014" "30001710250951" "VERT A5 OPTION BASE MU" "HTA1" "148" "148" "148" "148" "148" NA NA "127" "107" "29" "100" "29" NA NA "14547" "69488" "31773" "102287" "40393" NA NA "258488" "OUI"
"107" 352 "Ministère de l'agriculture, de l'alimentation et de la forêt" "84.11Z" 110070018 NA 2015-11-01 "EDF" "DRAAF Aquitaine" "51 RUE KIESER" "33000" "BORDEAUX" "13000718000016" "30001610624667" "JAUNE OPTION BASE UL" "BT" NA "60" "60" "60" "60" NA NA NA "60" "60" "48" "48" NA NA NA "52717" "19106" "47794" "16893" NA NA "136510" "OUI"
"108" 353 "Ministère de l'agriculture, de l'alimentation et de la forêt" "84.11Z" 110070018 "DRAAF FC" 2015-11-01 "EDF" "DRAAF Franche Comté" "191 RUE DE BELFORT" "25000" "BESANCON" "13000705700016" "30000650729205" "JAUNE OPTION BASE UM" "BT" NA "42" "42" "42" "42" NA NA NA "52" "52" "34" "34" NA NA NA "25023" "6841" "32248" "9797" NA NA "73909" "OUI"
"109" 354 "Ministère de l'agriculture, de l'alimentation et de la forêt" "84.11Z" 110070018 "DRAAF BN" 2015-11-01 "EDF" "DRAAF DE BASSE NORMANDIE" "6 BOULEVARD GENERAL VANIER" "14070" "CAEN CEDEX 5" "13000708100016" "30000240753346" "JAUNE OPTION BASE UL" "BT" NA "96" "96" "96" "96" NA NA NA "74" "74" "54" "54" NA NA NA "75482" "25703" "83813" "32228" NA NA "217226" "OUI"
"110" 355 "Ministère de l'agriculture, de l'alimentation et de la forêt" "84.11Z" 110070018 "DRAAF PC" 2015-12-01 "EDF" "DRAAF POITOU CHARENTES" "26 RUE GAY LUSSAC" "86020" "POITIERS CEDEX" "13000642200021" "30001540799704" "JAUNE OPTION BASE UL" "BT" NA "48" "48" "48" "48" NA NA NA "31" "31" "26" "26" NA NA NA "27267" "13756" "12915" "4889" NA NA "58827" "OUI"
"111" 356 "Ministère de l'agriculture, de l'alimentation et de la forêt" "84.11Z" 110070018 "DGPE" 2015-11-01 "EDF" "MAAF BARBET DE JOUY" "65 RUE DE VARENNE" "75007" "PARIS" "11007001800012" "30000731168505" "JAUNE OPTION BASE UL" "BT" NA "144" "144" "144" "144" NA NA NA "111" "111" "101" "101" NA NA NA "127856" "32379" "141904" "37852" NA NA "339991" "OUI"
"112" 357 "Ministère de l'agriculture, de l'alimentation et de la forêt" "84.11Z" 110070018 "DGPE" 2015-11-01 "EDF" "MAAF MAINE" "19 AVENUE DU MAINE" "75015" "PARIS" "13000285000043" "30000730704239" "JAUNE OPTION BASE UL" "BT" NA "168" "168" "168" "168" NA NA NA "135" "135" "126" "126" NA NA NA "125282" "30469" "122356" "34015" NA NA "312122" "OUI"
"113" 358 "Ministère de l'agriculture, de l'alimentation et de la forêt" "84.11Z" 110070018 "DRAAF BOURGOGNE" 2015-11-01 "EDF" "DRAAF DE BOURGOGNE" "4 B RUE HOCHE" "21000" "DIJON" NA "30001220972589" "JAUNE OPTION BASE UM" "BT" NA "42" "42" "42" "42" NA NA NA "53" "53" "50" "50" NA NA NA "52453" "13732" "65152" "18954" NA NA "150291" "OUI"
"114" 359 "Ministère de l'agriculture, de l'alimentation et de la forêt" "84.11Z" 110070018 "DRAAF Picardie" 2015-11-01 "EDF" "DRAAF DE PICARDIE" "518 RUE SAINT FUSCIEN" "80090" "AMIENS" NA "30000160403278" "JAUNE OPTION BASE UM" "BT" NA "48" "48" "48" "48" NA NA NA "35" "35" "31" "31" NA NA NA "29287" "7824" "32564" "10293" NA NA "79968" "OUI"
"115" 360 "Ministère de l'agriculture, de l'alimentation et de la forêt" "8411Z" 110070018 NA 2015-11-01 "UEM" "DIR REG AGRICULTURE ET FORET" "76 Avenue André Malraux" "57000" "METZ" "130 007 032 00050" "85672" "tarif jaune base LU" "BT" "120" "120" "120" "120" "120" NA NA "127" "127" "127" "72" "72" NA NA NA "80703" "18014" "39086" "12175" NA NA "149978" "OUI"
"116" 361 "Ministère des Affaires étrangères et du Développement international" "84.11Z" 110006012 "Direction des Immeubles et de la Logistique" 2015-11-01 "EDF" "MINISTERE AFFAIRES ETRANGERES" "17 RUE DU CASTERNEAU" "44000" "NANTES" NA "30001420640389" "VERT Base A5 LU" "HTA1" "168" "168" "168" "168" "168" "0" "0" "128" "130" "74" "113" "58" "0" NA "21226" "120806" "67271" "175583" "85552" "0" "0" "470438" "OUI"
"117" 362 "Ministère des Affaires étrangères et du Développement international" "84.11Z" 110006012 "Direction des Immeubles et de la Logistique" 2015-11-01 "EDF" "MINISTERE AFFAIRES ETRANGERES" "48 RUE GEORGES MELIES" "44100" "NANTES" NA "30001420200225" "VERT Base A5 MU" "HTA1" "90" "90" "90" "90" "90" "0" "0" "86" "88" "33" "86" "33" "0" NA "14680" "75212" "34743" "98351" "40334" "0" "0" "263320" "OUI"
"118" 363 "Ministère des Affaires étrangères et du Développement international" "84.11Z" 110006012 "Direction des Immeubles et de la Logistique" 2015-11-01 "EDF" "MINISTERE AFFAIRES ETRANGERES" "13 RUE LOUVEAU" "92320" "CHATILLON" NA "30002132153298" "JAUNE Base UM" "BT" "0" "120" "120" "120" "120" "0" "0" "0" "65" "65" "115" "115" "0" NA "0" "77696" "23091" "67238" "19215" "0" "0" "187240" "OUI"
"119" 364 "Ministère des Affaires étrangères et du Développement international" "84.11Z" 110006012 "Direction des Immeubles et de la Logistique" 2015-11-01 "EDF" "RESTAURANT ADMINISTRATIF" "RUE PAUL ET JEAN LEROLLE" "75007" "PARIS" NA "30000740564839" "VERT Base A5 MU" "HTA1" "160" "180" "180" "200" "200" "0" "0" "154" "182" "91" "194" "56" "0" NA "15770" "93408" "22345" "167540" "41136" "0" "0" "340199" "OUI"
"120" 365 "Ministère des Affaires étrangères et du Développement international" "84.11Z" 110006012 "Direction des Immeubles et de la Logistique" 2015-11-01 "EDF" "RP FRANCE OCDE" "5 RUE OSWALDO CRUZ" "75016" "PARIS" NA "30000741737423" "JAUNE Base UM" "BT" "0" "54" "54" "54" "54" "0" "0" "18" "18" "18" "17" "17" "0" NA "0" "16253" "5570" "16621" "5658" "0" "0" "44102" "OUI"
"121" 366 "Ministère des Affaires étrangères et du Développement international" "84.11Z" 110006012 "Direction des Immeubles et de la Logistique" 2015-11-01 "EDF" "CHÂTEAU DE LA CELLE-SAINT-CLOUD" "4 AVENUE PESCATORE" "78170" "LA CELLE SAINT CLOUD" NA "30002140692811" "JAUNE Base UM" "BT" "0" "72" "72" "72" "72" "0" "0" "0" "0" "0" "0" "0" "0" NA "0" "35824" "16050" "46796" "21432" "0" "0" "120102" "OUI"
"122" 367 "Ministère des Affaires étrangères et du Développement international" "84.11Z" 110006012 "Direction des Immeubles et de la Logistique" 2015-11-01 "EDF" "CHÂTEAU DE LA CELLE-SAINT-CLOUD" "4 AVENUE PESCATORE" "78170" "LA CELLE SAINT CLOUD" NA "50027461267152" "JAUNE Base UM" "BT" "240" "240" "240" "240" "240" "0" "0" "0" "46" "46" "46" "46" "0" NA "0" "73770" "24048" "85325" "24750" "0" "0" "207893" "OUI"
"123" 368 "Ministères économiques et financiers" "84.11Z" 110020013 "DGFIP" 2015-11-01 "EDF" "TRESORERIE PALE WATTRELOS" "BP 90115" "59393" "WATTRELOS" "17590211301248" "30000110238393" "JAUNE Base UM" "BT" NA "78" "78" "78" "78" NA NA "0" "47" "47" "45" "48" NA NA "0" "36121" "15125" "15517" "5186" NA NA "71949" "OUI"
"124" 369 "Ministères économiques et financiers" "84.11Z" 110020013 "DGFIP" 2015-11-01 "EDF" "DIRECTION DES SERVICES FISCAUX" "161 BOULEVARD DE LA LIBERTE" "59800" "LILLE" "17590221200018" "30000110667014" "JAUNE Base UL - Pas de Dénivelé" "BT" "72" "72" "72" "72" "72" NA NA "0" "0" "0" "0" "0" NA NA "0" "44635" "10290" "46561" "11021" NA NA "112507" "OUI"
"125" 370 "Ministères économiques et financiers" "84.11Z" 110020013 "DGFIP" 2015-11-01 "EDF" "DIRECTION SERVICES FISCAUX" "RUE COLBERT" "59000" "LILLE" "17590221200331" "30000110781090" "JAUNE Base UM" "BT" NA "102" "102" "102" "102" NA NA "0" "78" "9" "0" "0" NA NA "0" "40989" "3485" "51766" "7191" NA NA "103431" "OUI"
"126" 371 "Ministères économiques et financiers" "84.11Z" 110020013 "INSEE" 2015-11-01 "EDF" "INSEE" "RUE DES MOULINS DE GARANCE" "59800" "LILLE" "17590270900039" "30000110993587" "VERT Base A5 LU" "HTA1" "158" "158" "158" "158" "158" NA NA "153" "158" "43" "162" "48" NA NA "25241" "133841" "50053" "192843" "64664" NA NA "466642" "OUI"
